timestamp,open,high,low,close,volume
2024-03-06 00:00:00,63747.5,64186.0,62829.3,63323.6,54565.237
2024-03-06 04:00:00,63323.6,66846.6,63313.3,66759.4,108137.773
2024-03-06 08:00:00,66759.3,67729.5,66117.4,67383.9,94868.205
2024-03-06 12:00:00,67383.9,67689.8,64615.5,66541.3,173035.007
2024-03-06 16:00:00,66541.3,67570.0,66275.0,66803.5,63884.768
2024-03-06 20:00:00,66803.5,67425.2,65750.6,66128.1,39520.823
2024-03-07 00:00:00,66128.0,66539.0,65609.3,65914.9,35529.364
2024-03-07 04:00:00,65915.0,66536.1,65702.8,66447.8,35034.81
2024-03-07 08:00:00,66447.8,67350.0,66404.2,66974.9,48238.41
2024-03-07 12:00:00,66975.0,67994.0,66588.0,67317.1,84112.593
2024-03-07 16:00:00,67317.2,68101.3,67068.5,67559.3,56791.611
2024-03-07 20:00:00,67559.4,67974.8,66852.1,66870.0,36386.0
2024-03-08 00:00:00,66870.0,67339.6,66800.0,67219.9,23836.852
2024-03-08 04:00:00,67220.0,67719.3,66818.1,67308.5,27850.418
2024-03-08 08:00:00,67308.5,67838.0,67093.0,67822.0,27365.479
2024-03-08 12:00:00,67821.5,70330.8,67219.4,67685.8,168389.285
2024-03-08 16:00:00,67685.8,68922.0,66120.0,68922.0,152017.882
2024-03-08 20:00:00,68921.9,69447.0,67820.0,68180.2,59927.291
2024-03-09 00:00:00,68180.2,68343.9,67908.7,68297.1,17481.31
2024-03-09 04:00:00,68297.2,68608.7,68179.3,68336.3,15255.702
2024-03-09 08:00:00,68336.3,68530.5,67996.0,68360.3,22150.292
2024-03-09 12:00:00,68360.3,68580.0,68125.4,68341.6,18353.712
2024-03-09 16:00:00,68341.5,68391.8,68050.0,68255.0,12015.249
2024-03-09 20:00:00,68255.0,68497.8,68254.9,68360.1,9642.74
2024-03-10 00:00:00,68360.2,69344.0,68262.5,69208.1,44236.817
2024-03-10 04:00:00,69208.0,69780.0,69099.1,69430.0,30333.559
2024-03-10 08:00:00,69429.9,69999.8,69227.3,69639.5,47002.381
2024-03-10 12:00:00,69639.6,69937.7,68672.9,69254.7,50095.129
2024-03-10 16:00:00,69254.6,69845.9,69168.9,69465.0,23895.198
2024-03-10 20:00:00,69465.1,69522.7,68155.0,69001.8,38033.439
2024-03-11 00:00:00,69001.8,69016.3,67000.0,68657.4,69458.296
2024-03-11 04:00:00,68657.4,71537.7,68502.4,71223.8,114734.582
2024-03-11 08:00:00,71223.9,72346.3,71211.5,71558.6,97544.481
2024-03-11 12:00:00,71558.6,72772.5,71405.2,72061.4,98754.823
2024-03-11 16:00:00,72061.3,72890.0,71800.0,72041.3,63972.169
2024-03-11 20:00:00,72041.3,72850.0,71884.7,72153.8,29932.546
2024-03-12 00:00:00,72153.9,72571.0,71300.0,71673.4,37698.804
2024-03-12 04:00:00,71673.3,72425.0,71342.0,72175.5,45975.945
2024-03-12 08:00:00,72175.6,72461.4,71438.5,72098.7,39679.087
2024-03-12 12:00:00,72098.7,73370.0,70777.7,71779.2,129025.702
2024-03-12 16:00:00,71779.2,71910.0,68600.0,71403.1,182962.502
2024-03-12 20:00:00,71403.0,71623.3,70623.8,71503.2,36730.291
2024-03-13 00:00:00,71503.3,72300.0,71388.1,72135.8,30308.014
2024-03-13 04:00:00,72135.8,73311.7,71990.0,72964.0,48978.929
2024-03-13 08:00:00,72964.1,73755.0,72934.1,73149.9,50161.327
2024-03-13 12:00:00,73149.8,73276.9,71671.1,72670.2,97371.457
2024-03-13 16:00:00,72670.2,73421.6,72410.6,73399.9,39746.775
2024-03-13 20:00:00,73399.9,73485.1,72883.2,73127.6,21879.836
2024-03-14 00:00:00,73127.6,73385.0,72540.5,73333.3,26763.274
2024-03-14 04:00:00,73333.3,73881.4,72720.0,73280.7,54976.316
2024-03-14 08:00:00,73280.7,73598.0,72678.0,72939.4,34164.114
2024-03-14 12:00:00,72939.4,73115.5,70563.0,70904.5,145808.719
2024-03-14 16:00:00,70904.5,71548.0,68600.0,69500.4,179635.464
2024-03-14 20:00:00,69500.4,71785.0,69392.1,71455.5,72553.35
2024-03-15 00:00:00,71455.6,72500.0,66660.1,68266.0,183221.843
2024-03-15 04:00:00,68266.0,68910.5,66905.0,68487.4,112860.506
2024-03-15 08:00:00,68487.4,68665.5,65580.0,67818.3,161336.026
2024-03-15 12:00:00,67818.3,68777.0,67444.9,68199.2,74867.568
2024-03-15 16:00:00,68199.2,70715.9,67568.0,69003.0,108426.144
2024-03-15 20:00:00,69002.9,69813.6,67420.0,69552.2,65098.598
2024-03-16 00:00:00,69552.1,70097.6,68967.1,69247.6,36440.378
2024-03-16 04:00:00,69247.6,69527.6,68646.0,69490.2,25526.924
2024-03-16 08:00:00,69490.2,69490.2,67739.6,68300.1,43345.593
2024-03-16 12:00:00,68300.0,68557.6,67576.0,68431.8,47936.852
2024-03-16 16:00:00,68431.9,68477.0,66700.0,66969.1,75874.402
2024-03-16 20:00:00,66969.1,67600.0,64750.0,65351.0,104301.98
2024-03-17 00:00:00,65351.0,66630.7,65166.6,66574.4,54153.223
2024-03-17 04:00:00,66574.5,66600.0,64559.8,65681.2,70177.078
2024-03-17 08:00:00,65681.1,67600.0,65333.0,67015.0,66619.301
2024-03-17 12:00:00,67014.9,68199.0,66500.0,68009.8,57971.821
2024-03-17 16:00:00,68009.9,68757.1,67812.2,68575.5,36619.508
2024-03-17 20:00:00,68575.5,68972.4,68001.6,68447.9,29349.378
2024-03-18 00:00:00,68447.9,68486.6,66814.6,68038.1,53949.744
2024-03-18 04:00:00,68038.1,69044.4,67760.1,68262.9,37297.925
2024-03-18 08:00:00,68262.9,68557.9,67350.6,68307.7,45501.817
2024-03-18 12:00:00,68307.6,68685.3,66658.0,67509.2,93123.928
2024-03-18 16:00:00,67509.2,68140.0,66601.6,66985.7,60098.513
2024-03-18 20:00:00,66985.8,68054.9,66985.8,67660.0,27913.989
2024-03-19 00:00:00,67660.0,68178.6,64893.1,65930.5,118043.87
2024-03-19 04:00:00,65930.4,66044.0,63625.0,64742.1,114699.638
2024-03-19 08:00:00,64742.1,64750.0,62545.0,63137.1,148646.191
